leftwheel: 1870255938099 0 -0
rightwheel: 1870256113690 0 0
leftwheel: 1870256935351 0 -0
rightwheel: 1870257114442 0 0
leftwheel: 1870257934937 0 -0
rightwheel: 1870258114319 0 0
leftwheel: 1870258935106 0 -0
rightwheel: 1870259114197 0 0
leftwheel: 1870259934983 0 -0
rightwheel: 1870260113782 0 0
leftwheel: 1870260934860 0 -0
rightwheel: 1870261114243 0 0
leftwheel: 1870261935321 0 -0
rightwheel: 1870262114121 0 0
leftwheel: 1870262935198 0 -0
rightwheel: 1870263113998 0 0
leftwheel: 1870263937409 0 -0
rightwheel: 1870264113875 0 0
leftwheel: 1870264938162 0 -0
rightwheel: 1870265114044 0 0
leftwheel: 1870265938039 0 -0
rightwheel: 1870266114213 0 0
leftwheel: 1870266936166 0 -0
rightwheel: 1870267114382 0 0
leftwheel: 1870267936044 0 -0
rightwheel: 1870268113968 0 0
leftwheel: 1870268936504 0 -0
rightwheel: 1870269114137 0 0
leftwheel: 1870269936382 0 -0
rightwheel: 1870270114015 0 0
leftwheel: 1870270936551 0 -0
rightwheel: 1870271114475 0 0
leftwheel: 1870271936428 0 -0
rightwheel: 1870272114061 0 0
leftwheel: 1870272936597 0 -0
rightwheel: 1870273114230 0 0
leftwheel: 1870273936475 0 -0
rightwheel: 1870274114107 0 0
leftwheel: 1870274936935 0 -0
rightwheel: 1870275113985 0 0
leftwheel: 1870275936521 0 -0
rightwheel: 1870276113862 0 0
leftwheel: 1870276936107 0 -0
rightwheel: 1870277114031 0 0
leftwheel: 1870277936567 0 -0
rightwheel: 1870278114200 0 0
leftwheel: 1870278936445 0 -0
rightwheel: 1870279114078 0 0
leftwheel: 1870279936614 0 -0
rightwheel: 1870280113955 0 0
leftwheel: 1870280936491 0 -0
rightwheel: 1870281114124 0 0
leftwheel: 1870281936952 0 -0
rightwheel: 1870282114001 0 0
leftwheel: 1870282936829 0 -0
rightwheel: 1870283114170 0 0
leftwheel: 1870283936707 0 -0
rightwheel: 1870284114048 0 0
leftwheel: 1870284936584 0 -0
rightwheel: 1870285113925 0 0
leftwheel: 1870285936170 0 -0
rightwheel: 1870286114386 0 0
leftwheel: 1870286936630 0 -0
rightwheel: 1870287114263 0 0
leftwheel: 1870287936216 0 -0
rightwheel: 1870288114141 0 0
leftwheel: 1870288936385 0 -0
rightwheel: 1870289113726 0 0
leftwheel: 1870289936846 0 -0
rightwheel: 1870290114187 0 0
leftwheel: 1870290936723 0 -0
rightwheel: 1870291114064 0 0
leftwheel: 1870291937184 0 -0
rightwheel: 1870292114233 0 0
leftwheel: 1870292936186 0 -0
rightwheel: 1870293113819 0 0
leftwheel: 1870293936939 0 -0
rightwheel: 1870294113988 0 0
leftwheel: 1870294936233 0 -0
rightwheel: 1870295114449 0 0
leftwheel: 1870295936693 0 -0
rightwheel: 1870296113743 0 0
leftwheel: 1870296936571 0 -0
rightwheel: 1870297113912 0 0
leftwheel: 1870297936448 0 -0
rightwheel: 1870298114664 0 0
leftwheel: 1870298936909 0 -0
rightwheel: 1870299114542 0 0
leftwheel: 1870299936203 0 -0
rightwheel: 1870300114127 0 0
leftwheel: 1870300938414 0 -0
rightwheel: 1870301113713 0 0
leftwheel: 1870301938291 0 -0
rightwheel: 1870302114174 0 0
leftwheel: 1870302938169 0 -0
rightwheel: 1870303114343 0 0
leftwheel: 1870303938338 0 -0
rightwheel: 1870304114220 0 0
leftwheel: 1870304937923 0 -0
rightwheel: 1870305114098 0 0
leftwheel: 1870305938676 0 -0
rightwheel: 1870306114267 0 0
leftwheel: 1870306938261 0 -0
rightwheel: 1870307114436 0 0
leftwheel: 1870307938139 0 -0
rightwheel: 1870308114021 0 0
leftwheel: 1870308938016 0 -0
rightwheel: 1870309113899 0 0
leftwheel: 1870309937602 0 -0
rightwheel: 1870310114360 0 0
leftwheel: 1870310936604 0 -0
rightwheel: 1870311114237 0 0
leftwheel: 1870311936481 0 -0
rightwheel: 1870312113823 0 0
leftwheel: 1870312936651 0 -0
rightwheel: 1870313113700 0 0
leftwheel: 1870313936820 0 -0
rightwheel: 1870314114161 0 0
leftwheel: 1870314936697 0 -0
rightwheel: 1870315114038 0 0
leftwheel: 1870315936574 0 -0
rightwheel: 1870316114207 0 0
leftwheel: 1870316936743 0 -0
rightwheel: 1870317113793 0 0
leftwheel: 1870317936621 0 -0
rightwheel: 1870318114254 0 0
leftwheel: 1870318936498 0 -0
rightwheel: 1870319114131 0 0
leftwheel: 1870319936959 0 -0
rightwheel: 1870320114008 0 0
leftwheel: 1870320936545 0 -0
rightwheel: 1870321113886 0 0
leftwheel: 1870321936714 0 -0
rightwheel: 1870322114055 0 0
leftwheel: 1870322936591 0 -0
rightwheel: 1870323114515 0 0
leftwheel: 1870323936468 0 -0
rightwheel: 1870324114393 0 0
leftwheel: 1870324936637 0 -0
rightwheel: 1870325113687 0 0
leftwheel: 1870325936806 0 -0
rightwheel: 1870326114439 0 0
leftwheel: 1870326936392 0 -0
rightwheel: 1870327114608 0 0
leftwheel: 1870327936853 0 -0
rightwheel: 1870328114194 0 0
leftwheel: 1870328936438 0 -0
rightwheel: 1870329113780 0 0
leftwheel: 1870329936316 0 -0
rightwheel: 1870330114824 0 0
leftwheel: 1870330936193 0 -0
rightwheel: 1870331114409 0 0
leftwheel: 1870331936362 0 -0
rightwheel: 1870332114287 0 0
leftwheel: 1870332936531 0 -0
rightwheel: 1870333113872 0 0
leftwheel: 1870333935825 0 -0
rightwheel: 1870334114333 0 0
leftwheel: 1870334936578 0 -0
rightwheel: 1870335114502 0 0
leftwheel: 1870335936455 0 -0
rightwheel: 1870336114088 0 0
leftwheel: 1870336936624 0 -0
rightwheel: 1870337114549 0 0
leftwheel: 1870337936793 0 -0
rightwheel: 1870338113843 0 0
leftwheel: 1870338936671 0 -0
rightwheel: 1870339114303 0 0
leftwheel: 1870339936840 0 -0
rightwheel: 1870340114181 0 0
leftwheel: 1870340936425 0 -0
rightwheel: 1870341114058 0 0
